 Lat    Lon    Disp_x_East(cm)   Disp_y_North(cm)   DispUp(cm)
    39.788   142.465    0.0   -0.0    0.0
    39.797   142.465    0.0   -0.0    0.0
    39.806   142.465    0.0   -0.0   -0.0
    39.815   142.465    0.0   -0.0   -0.0
    39.824   142.465    0.0   -0.0   -0.0
    39.833   142.465    0.0   -0.0   -0.0
    39.842   142.465    0.1   -0.0   -0.0
    39.851   142.465    0.1    0.0   -0.0
    39.860   142.465    0.1    0.0   -0.0
    39.869   142.465    0.1    0.0   -0.0
    39.878   142.465    0.1    0.0   -0.0
    39.887   142.465    0.1    0.0   -0.0
    39.896   142.465    0.1    0.0   -0.0
    39.905   142.465    0.1    0.0   -0.0
    39.914   142.465    0.1    0.0   -0.0
    39.923   142.465    0.1    0.0   -0.0
    39.932   142.465    0.1    0.0   -0.0
    39.941   142.465    0.1    0.0   -0.0
    39.950   142.465    0.1    0.0   -0.1
    39.959   142.465    0.1    0.0   -0.1
    39.968   142.465    0.1    0.0   -0.1
    39.977   142.465    0.2    0.0   -0.1
    39.986   142.465    0.2    0.0   -0.1
    39.995   142.465    0.2   -0.0   -0.1
    40.004   142.465    0.2   -0.0   -0.1
    40.013   142.465    0.2   -0.0   -0.1
    40.022   142.465    0.2   -0.0   -0.1
    40.031   142.465    0.2   -0.0   -0.1
    40.040   142.465    0.2   -0.0   -0.1
    40.049   142.465    0.2   -0.0   -0.1
    40.058   142.465    0.2   -0.0   -0.1
    40.067   142.465    0.2   -0.0   -0.1
    40.076   142.465    0.2   -0.0   -0.1
    40.085   142.465    0.2   -0.0   -0.1
    40.094   142.465    0.2   -0.0   -0.1
    40.103   142.465    0.2   -0.0   -0.1
    40.112   142.465    0.2   -0.1   -0.1
    40.121   142.465    0.2   -0.1   -0.1
    40.130   142.465    0.2   -0.1   -0.1
    40.139   142.465    0.2   -0.1   -0.1
    40.148   142.465    0.2   -0.1   -0.1
    40.157   142.465    0.2   -0.1   -0.1
    40.166   142.465    0.2   -0.1   -0.1
    40.175   142.465    0.2   -0.1   -0.1
    40.184   142.465    0.2   -0.1   -0.1
    40.193   142.465    0.2   -0.1   -0.2
    40.202   142.465    0.2   -0.1   -0.2
    40.211   142.465    0.2   -0.1   -0.2
    40.220   142.465    0.2   -0.1   -0.2
    40.229   142.465    0.2   -0.1   -0.2
    40.238   142.465    0.2   -0.1   -0.2
    40.247   142.465    0.2   -0.1   -0.1
    40.256   142.465    0.2   -0.1   -0.1
    40.265   142.465    0.2   -0.1   -0.1
    40.274   142.465    0.2   -0.1   -0.1
    40.283   142.465    0.2   -0.1   -0.1
    40.292   142.465    0.2   -0.1   -0.1
    40.301   142.465    0.2   -0.1   -0.1
    40.310   142.465    0.2   -0.1   -0.1
    40.319   142.465    0.2   -0.1   -0.1
    40.328   142.465    0.2   -0.1   -0.1
    40.337   142.465    0.1   -0.1   -0.1
    40.346   142.465    0.1   -0.1   -0.1
    40.355   142.465    0.1   -0.1   -0.1
    40.364   142.465    0.1   -0.1   -0.1
    40.373   142.465    0.1   -0.1   -0.1
    40.382   142.465    0.1   -0.1   -0.1
    40.391   142.465    0.1   -0.1   -0.1
    40.400   142.465    0.1   -0.1   -0.1
    40.409   142.465    0.1   -0.1   -0.1
    40.418   142.465    0.1   -0.1   -0.1
    40.427   142.465    0.1   -0.1   -0.1
    40.436   142.465    0.1   -0.1   -0.1
    40.445   142.465    0.1   -0.1   -0.1
    40.454   142.465    0.1   -0.1   -0.1
    40.463   142.465    0.1   -0.1   -0.1
    40.472   142.465    0.1   -0.1   -0.1
    40.481   142.465    0.1   -0.1   -0.1
    40.490   142.465    0.1   -0.1   -0.1
    40.499   142.465    0.1   -0.1   -0.1
    40.508   142.465    0.1   -0.1   -0.1
    40.517   142.465    0.1   -0.1   -0.0
    40.526   142.465    0.1   -0.1   -0.0
    40.535   142.465    0.1   -0.1   -0.0
    40.544   142.465    0.0   -0.1   -0.0
    40.553   142.465    0.0   -0.1   -0.0
    40.562   142.465    0.0   -0.1   -0.0
    40.571   142.465    0.0   -0.1   -0.0
    40.580   142.465    0.0   -0.1   -0.0
    40.589   142.465    0.0   -0.1   -0.0
    40.598   142.465    0.0   -0.1   -0.0
    40.607   142.465    0.0   -0.1   -0.0
    40.616   142.465    0.0   -0.1   -0.0
    40.625   142.465    0.0   -0.1   -0.0
    40.634   142.465    0.0   -0.1   -0.0
    40.643   142.465    0.0   -0.0   -0.0
    40.652   142.465    0.0   -0.0   -0.0
    40.661   142.465    0.0   -0.0   -0.0
    40.670   142.465    0.0   -0.0   -0.0
    40.679   142.465    0.0   -0.0   -0.0
    40.688   142.465    0.0   -0.0   -0.0
    39.788   142.476    0.0   -0.0    0.0
    39.797   142.476    0.0   -0.0    0.0
    39.806   142.476    0.0   -0.0    0.0
    39.815   142.476    0.0   -0.0    0.0
    39.824   142.476    0.0   -0.0   -0.0
    39.833   142.476    0.0   -0.0   -0.0
    39.842   142.476    0.1   -0.0   -0.0
    39.851   142.476    0.1   -0.0   -0.0
    39.860   142.476    0.1   -0.0   -0.0
    39.869   142.476    0.1    0.0   -0.0
    39.878   142.476    0.1    0.0   -0.0
    39.887   142.476    0.1    0.0   -0.0
    39.896   142.476    0.1    0.0   -0.0
    39.905   142.476    0.1    0.0   -0.0
    39.914   142.476    0.1    0.0   -0.0
    39.923   142.476    0.1    0.0   -0.0
    39.932   142.476    0.1    0.0   -0.0
    39.941   142.476    0.1    0.0   -0.0
    39.950   142.476    0.1    0.0   -0.1
    39.959   142.476    0.1    0.0   -0.1
    39.968   142.476    0.1    0.0   -0.1
    39.977   142.476    0.2    0.0   -0.1
    39.986   142.476    0.2   -0.0   -0.1
    39.995   142.476    0.2   -0.0   -0.1
    40.004   142.476    0.2   -0.0   -0.1
    40.013   142.476    0.2   -0.0   -0.1
    40.022   142.476    0.2   -0.0   -0.1
    40.031   142.476    0.2   -0.0   -0.1
    40.040   142.476    0.2   -0.0   -0.1
    40.049   142.476    0.2   -0.0   -0.1
    40.058   142.476    0.2   -0.0   -0.1
    40.067   142.476    0.2   -0.0   -0.1
    40.076   142.476    0.2   -0.0   -0.1
    40.085   142.476    0.2   -0.0   -0.1
    40.094   142.476    0.2   -0.0   -0.1
    40.103   142.476    0.2   -0.1   -0.1
    40.112   142.476    0.2   -0.1   -0.1
    40.121   142.476    0.2   -0.1   -0.1
    40.130   142.476    0.2   -0.1   -0.1
    40.139   142.476    0.2   -0.1   -0.1
    40.148   142.476    0.2   -0.1   -0.1
    40.157   142.476    0.2   -0.1   -0.1
    40.166   142.476    0.2   -0.1   -0.1
    40.175   142.476    0.2   -0.1   -0.2
    40.184   142.476    0.2   -0.1   -0.2
    40.193   142.476    0.2   -0.1   -0.2
    40.202   142.476    0.2   -0.1   -0.2
    40.211   142.476    0.2   -0.1   -0.2
    40.220   142.476    0.2   -0.1   -0.2
    40.229   142.476    0.2   -0.1   -0.2
    40.238   142.476    0.2   -0.1   -0.2
    40.247   142.476    0.2   -0.1   -0.2
    40.256   142.476    0.2   -0.1   -0.1
    40.265   142.476    0.2   -0.1   -0.1
    40.274   142.476    0.2   -0.1   -0.1
    40.283   142.476    0.2   -0.1   -0.1
    40.292   142.476    0.2   -0.1   -0.1
    40.301   142.476    0.2   -0.1   -0.1
    40.310   142.476    0.2   -0.1   -0.1
    40.319   142.476    0.2   -0.1   -0.1
    40.328   142.476    0.1   -0.1   -0.1
    40.337   142.476    0.1   -0.1   -0.1
    40.346   142.476    0.1   -0.1   -0.1
    40.355   142.476    0.1   -0.1   -0.1
    40.364   142.476    0.1   -0.1   -0.1
    40.373   142.476    0.1   -0.1   -0.1
    40.382   142.476    0.1   -0.1   -0.1
    40.391   142.476    0.1   -0.1   -0.1
    40.400   142.476    0.1   -0.1   -0.1
    40.409   142.476    0.1   -0.1   -0.1
    40.418   142.476    0.1   -0.1   -0.1
    40.427   142.476    0.1   -0.1   -0.1
    40.436   142.476    0.1   -0.1   -0.1
    40.445   142.476    0.1   -0.1   -0.1
    40.454   142.476    0.1   -0.1   -0.1
    40.463   142.476    0.1   -0.1   -0.1
    40.472   142.476    0.1   -0.1   -0.1
    40.481   142.476    0.1   -0.1   -0.1
    40.490   142.476    0.1   -0.1   -0.1
    40.499   142.476    0.1   -0.1   -0.1
    40.508   142.476    0.1   -0.1   -0.1
    40.517   142.476    0.1   -0.1   -0.0
    40.526   142.476    0.1   -0.1   -0.0
    40.535   142.476    0.1   -0.1   -0.0
    40.544   142.476    0.0   -0.1   -0.0
    40.553   142.476    0.0   -0.1   -0.0
    40.562   142.476    0.0   -0.1   -0.0
    40.571   142.476    0.0   -0.1   -0.0
    40.580   142.476    0.0   -0.1   -0.0
    40.589   142.476    0.0   -0.1   -0.0
    40.598   142.476    0.0   -0.1   -0.0
    40.607   142.476    0.0   -0.1   -0.0
    40.616   142.476    0.0   -0.1   -0.0
    40.625   142.476    0.0   -0.1   -0.0
    40.634   142.476    0.0   -0.1   -0.0
    40.643   142.476    0.0   -0.0   -0.0
    40.652   142.476    0.0   -0.0   -0.0
    40.661   142.476    0.0   -0.0   -0.0
    40.670   142.476    0.0   -0.0   -0.0
    40.679   142.476    0.0   -0.0   -0.0
    40.688   142.476    0.0   -0.0   -0.0
    39.788   142.488    0.0   -0.0    0.0
    39.797   142.488    0.0   -0.0    0.0
    39.806   142.488    0.0   -0.0    0.0
    39.815   142.488    0.0   -0.0    0.0
    39.824   142.488    0.0   -0.0    0.0
    39.833   142.488    0.0   -0.0   -0.0
    39.842   142.488    0.1   -0.0   -0.0
    39.851   142.488    0.1   -0.0   -0.0
    39.860   142.488    0.1   -0.0   -0.0
    39.869   142.488    0.1   -0.0   -0.0
    39.878   142.488    0.1    0.0   -0.0
    39.887   142.488    0.1    0.0   -0.0
    39.896   142.488    0.1    0.0   -0.0
    39.905   142.488    0.1    0.0   -0.0
    39.914   142.488    0.1    0.0   -0.0
    39.923   142.488    0.1    0.0   -0.0
    39.932   142.488    0.1    0.0   -0.0
    39.941   142.488    0.1    0.0   -0.0
    39.950   142.488    0.1    0.0   -0.1
    39.959   142.488    0.1    0.0   -0.1
    39.968   142.488    0.1    0.0   -0.1
    39.977   142.488    0.2   -0.0   -0.1
    39.986   142.488    0.2   -0.0   -0.1
    39.995   142.488    0.2   -0.0   -0.1
    40.004   142.488    0.2   -0.0   -0.1
    40.013   142.488    0.2   -0.0   -0.1
    40.022   142.488    0.2   -0.0   -0.1
