 Lat    Lon    Disp_x_East(cm)   Disp_y_North(cm)   DispUp(cm)
    38.873    27.545   -0.2   -0.2   -0.0
    38.882    27.545   -0.2   -0.2   -0.0
    38.891    27.545   -0.2   -0.2   -0.0
    38.900    27.545   -0.2   -0.2   -0.0
    38.909    27.545   -0.2   -0.2   -0.0
    38.918    27.545   -0.2   -0.2   -0.0
    38.927    27.545   -0.2   -0.2    0.0
    38.936    27.545   -0.2   -0.2    0.0
    38.945    27.545   -0.2   -0.2    0.0
    38.954    27.545   -0.2   -0.2    0.0
    38.963    27.545   -0.2   -0.2    0.0
    38.972    27.545   -0.2   -0.2    0.0
    38.981    27.545   -0.2   -0.2    0.0
    38.990    27.545   -0.2   -0.2    0.0
    38.999    27.545   -0.2   -0.2    0.0
    39.008    27.545   -0.2   -0.2    0.0
    39.017    27.545   -0.2   -0.2    0.0
    39.026    27.545   -0.2   -0.2    0.0
    39.035    27.545   -0.2   -0.2    0.0
    39.044    27.545   -0.2   -0.2    0.0
    39.053    27.545   -0.2   -0.2    0.0
    39.062    27.545   -0.2   -0.2    0.0
    39.071    27.545   -0.2   -0.2    0.0
    39.080    27.545   -0.2   -0.2    0.0
    39.089    27.545   -0.2   -0.2    0.0
    39.098    27.545   -0.2   -0.2    0.0
    39.107    27.545   -0.2   -0.2    0.0
    39.116    27.545   -0.2   -0.2    0.0
    39.125    27.545   -0.2   -0.2    0.0
    39.134    27.545   -0.2   -0.2    0.0
    39.143    27.545   -0.2   -0.1    0.0
    39.152    27.545   -0.2   -0.1    0.0
    39.161    27.545   -0.2   -0.1    0.0
    39.170    27.545   -0.2   -0.1    0.0
    39.179    27.545   -0.2   -0.1    0.1
    39.188    27.545   -0.1   -0.1    0.1
    39.197    27.545   -0.1   -0.1    0.1
    39.206    27.545   -0.1   -0.1    0.1
    39.215    27.545   -0.1   -0.1    0.1
    39.224    27.545   -0.1   -0.1    0.1
    39.233    27.545   -0.1   -0.1    0.1
    39.242    27.545   -0.1   -0.1    0.1
    39.251    27.545   -0.1   -0.1    0.1
    39.260    27.545   -0.1   -0.1    0.1
    39.269    27.545   -0.1   -0.1    0.1
    39.278    27.545   -0.0   -0.1    0.1
    39.287    27.545   -0.0   -0.1    0.1
    39.296    27.545   -0.0   -0.1    0.1
    39.305    27.545   -0.0   -0.1    0.1
    39.314    27.545   -0.0   -0.1    0.1
    39.323    27.545   -0.0   -0.1    0.1
    39.332    27.545    0.0   -0.0    0.1
    39.341    27.545    0.0   -0.0    0.1
    39.350    27.545    0.0   -0.0    0.1
    39.359    27.545    0.0   -0.0    0.1
    39.368    27.545    0.0   -0.0    0.1
    39.377    27.545    0.0   -0.0    0.1
    39.386    27.545    0.0   -0.0    0.1
    39.395    27.545    0.0   -0.0    0.1
    39.404    27.545    0.0   -0.0    0.1
    39.413    27.545    0.0   -0.0    0.1
    39.422    27.545    0.0   -0.0    0.1
    39.431    27.545    0.0   -0.0    0.1
    39.440    27.545    0.0   -0.0    0.1
    39.449    27.545    0.0   -0.0    0.1
    39.458    27.545    0.0   -0.0    0.1
    39.467    27.545    0.0   -0.0    0.1
    39.476    27.545    0.0   -0.0    0.1
    39.485    27.545    0.0   -0.0    0.1
    39.494    27.545    0.0   -0.0    0.1
    39.503    27.545    0.0   -0.0    0.1
    39.512    27.545    0.0   -0.0    0.1
    39.521    27.545    0.0    0.0    0.1
    39.530    27.545    0.0    0.0    0.1
    39.539    27.545    0.0    0.0    0.1
    39.548    27.545    0.0    0.0    0.1
    39.557    27.545    0.0    0.0    0.1
    39.566    27.545    0.0    0.0    0.1
    39.575    27.545    0.0    0.0    0.1
    39.584    27.545    0.0    0.0    0.1
    39.593    27.545    0.0    0.0    0.1
    39.602    27.545    0.0    0.0    0.1
    39.611    27.545    0.0    0.0    0.0
    39.620    27.545    0.0    0.0    0.0
    39.629    27.545    0.0    0.0    0.0
    39.638    27.545    0.0    0.0    0.0
    39.647    27.545    0.0    0.0    0.0
    39.656    27.545    0.0    0.0    0.0
    39.665    27.545    0.0    0.0    0.0
    39.674    27.545    0.0    0.0    0.0
    39.683    27.545    0.0    0.0    0.0
    39.692    27.545    0.0    0.0    0.0
    39.701    27.545    0.0    0.0    0.0
    39.710    27.545    0.0    0.0    0.0
    39.719    27.545    0.0    0.0    0.0
    39.728    27.545    0.0    0.0    0.0
    39.737    27.545    0.0    0.0    0.0
    39.746    27.545    0.0    0.0    0.0
    39.755    27.545    0.0    0.0    0.0
    39.764    27.545    0.0    0.0    0.0
    39.773    27.545    0.0    0.0    0.0
    38.873    27.556   -0.2   -0.2   -0.0
    38.882    27.556   -0.2   -0.2   -0.0
    38.891    27.556   -0.2   -0.2   -0.0
    38.900    27.556   -0.2   -0.2   -0.0
    38.909    27.556   -0.2   -0.2   -0.0
    38.918    27.556   -0.2   -0.2   -0.0
    38.927    27.556   -0.2   -0.2    0.0
    38.936    27.556   -0.2   -0.2    0.0
    38.945    27.556   -0.2   -0.2    0.0
    38.954    27.556   -0.2   -0.2    0.0
    38.963    27.556   -0.2   -0.2    0.0
    38.972    27.556   -0.2   -0.2    0.0
    38.981    27.556   -0.2   -0.2    0.0
    38.990    27.556   -0.2   -0.2    0.0
    38.999    27.556   -0.2   -0.2    0.0
    39.008    27.556   -0.2   -0.2    0.0
    39.017    27.556   -0.2   -0.2    0.0
    39.026    27.556   -0.2   -0.2    0.0
    39.035    27.556   -0.2   -0.2    0.0
    39.044    27.556   -0.2   -0.2    0.0
    39.053    27.556   -0.2   -0.2    0.0
    39.062    27.556   -0.2   -0.2    0.0
    39.071    27.556   -0.2   -0.2    0.0
    39.080    27.556   -0.2   -0.2    0.0
    39.089    27.556   -0.2   -0.2    0.0
    39.098    27.556   -0.2   -0.2    0.0
    39.107    27.556   -0.2   -0.2    0.0
    39.116    27.556   -0.2   -0.2    0.0
    39.125    27.556   -0.2   -0.2    0.0
    39.134    27.556   -0.2   -0.2    0.0
    39.143    27.556   -0.2   -0.2    0.0
    39.152    27.556   -0.2   -0.1    0.0
    39.161    27.556   -0.2   -0.1    0.0
    39.170    27.556   -0.2   -0.1    0.1
    39.179    27.556   -0.2   -0.1    0.1
    39.188    27.556   -0.2   -0.1    0.1
    39.197    27.556   -0.1   -0.1    0.1
    39.206    27.556   -0.1   -0.1    0.1
    39.215    27.556   -0.1   -0.1    0.1
    39.224    27.556   -0.1   -0.1    0.1
    39.233    27.556   -0.1   -0.1    0.1
    39.242    27.556   -0.1   -0.1    0.1
    39.251    27.556   -0.1   -0.1    0.1
    39.260    27.556   -0.1   -0.1    0.1
    39.269    27.556   -0.1   -0.1    0.1
    39.278    27.556   -0.1   -0.1    0.1
    39.287    27.556   -0.0   -0.1    0.1
    39.296    27.556   -0.0   -0.1    0.1
    39.305    27.556   -0.0   -0.1    0.1
    39.314    27.556   -0.0   -0.1    0.1
    39.323    27.556   -0.0   -0.1    0.1
    39.332    27.556    0.0   -0.0    0.1
    39.341    27.556    0.0   -0.0    0.1
    39.350    27.556    0.0   -0.0    0.1
    39.359    27.556    0.0   -0.0    0.1
    39.368    27.556    0.0   -0.0    0.1
    39.377    27.556    0.0   -0.0    0.1
    39.386    27.556    0.0   -0.0    0.1
    39.395    27.556    0.0   -0.0    0.1
    39.404    27.556    0.0   -0.0    0.1
    39.413    27.556    0.0   -0.0    0.1
    39.422    27.556    0.0   -0.0    0.1
    39.431    27.556    0.0   -0.0    0.1
    39.440    27.556    0.0   -0.0    0.1
    39.449    27.556    0.0   -0.0    0.1
    39.458    27.556    0.0   -0.0    0.1
    39.467    27.556    0.0   -0.0    0.1
    39.476    27.556    0.0   -0.0    0.1
    39.485    27.556    0.0   -0.0    0.1
    39.494    27.556    0.0   -0.0    0.1
    39.503    27.556    0.0   -0.0    0.1
    39.512    27.556    0.0   -0.0    0.1
    39.521    27.556    0.0    0.0    0.1
    39.530    27.556    0.0    0.0    0.1
    39.539    27.556    0.0    0.0    0.1
    39.548    27.556    0.0    0.0    0.1
    39.557    27.556    0.0    0.0    0.1
    39.566    27.556    0.0    0.0    0.1
    39.575    27.556    0.0    0.0    0.1
    39.584    27.556    0.0    0.0    0.1
    39.593    27.556    0.0    0.0    0.1
    39.602    27.556    0.0    0.0    0.1
    39.611    27.556    0.0    0.0    0.1
    39.620    27.556    0.0    0.0    0.0
    39.629    27.556    0.0    0.0    0.0
    39.638    27.556    0.0    0.0    0.0
    39.647    27.556    0.0    0.0    0.0
    39.656    27.556    0.0    0.0    0.0
    39.665    27.556    0.0    0.0    0.0
    39.674    27.556    0.0    0.0    0.0
    39.683    27.556    0.0    0.0    0.0
    39.692    27.556    0.0    0.0    0.0
    39.701    27.556    0.0    0.0    0.0
    39.710    27.556    0.0    0.0    0.0
    39.719    27.556    0.0    0.0    0.0
    39.728    27.556    0.0    0.0    0.0
    39.737    27.556    0.0    0.0    0.0
    39.746    27.556    0.0    0.0    0.0
    39.755    27.556    0.0    0.0    0.0
    39.764    27.556    0.0    0.0    0.0
    39.773    27.556    0.0    0.0    0.0
    38.873    27.568   -0.2   -0.2   -0.0
    38.882    27.568   -0.2   -0.2   -0.0
    38.891    27.568   -0.2   -0.2   -0.0
    38.900    27.568   -0.2   -0.2   -0.0
    38.909    27.568   -0.2   -0.2   -0.0
    38.918    27.568   -0.2   -0.2   -0.0
    38.927    27.568   -0.2   -0.2    0.0
    38.936    27.568   -0.2   -0.2    0.0
    38.945    27.568   -0.2   -0.2    0.0
    38.954    27.568   -0.2   -0.2    0.0
    38.963    27.568   -0.2   -0.2    0.0
    38.972    27.568   -0.2   -0.2    0.0
    38.981    27.568   -0.2   -0.2    0.0
    38.990    27.568   -0.2   -0.2    0.0
    38.999    27.568   -0.2   -0.2    0.0
    39.008    27.568   -0.2   -0.2    0.0
    39.017    27.568   -0.2   -0.2    0.0
    39.026    27.568   -0.2   -0.2    0.0
    39.035    27.568   -0.2   -0.2    0.0
    39.044    27.568   -0.2   -0.2    0.0
    39.053    27.568   -0.2   -0.2    0.0
    39.062    27.568   -0.2   -0.2    0.0
