 Lat    Lon    Disp_x_East(cm)   Disp_y_North(cm)   DispUp(cm)
    19.103  -156.154   -0.1   -0.1    0.1
    19.112  -156.154   -0.1   -0.1    0.1
    19.121  -156.154   -0.1   -0.1    0.1
    19.130  -156.154   -0.1   -0.1    0.1
    19.139  -156.154   -0.1   -0.1    0.1
    19.148  -156.154   -0.1   -0.1    0.1
    19.157  -156.154   -0.2   -0.1    0.1
    19.166  -156.154   -0.2   -0.1    0.1
    19.175  -156.154   -0.2   -0.1    0.1
    19.184  -156.154   -0.2   -0.1    0.1
    19.193  -156.154   -0.2   -0.1    0.1
    19.202  -156.154   -0.2   -0.1    0.1
    19.211  -156.154   -0.2   -0.1    0.1
    19.220  -156.154   -0.2   -0.1    0.1
    19.229  -156.154   -0.2   -0.1    0.1
    19.238  -156.154   -0.2   -0.1    0.1
    19.247  -156.154   -0.2   -0.1    0.1
    19.256  -156.154   -0.2   -0.1    0.1
    19.265  -156.154   -0.2   -0.1    0.1
    19.274  -156.154   -0.2   -0.1    0.1
    19.283  -156.154   -0.2   -0.1    0.1
    19.292  -156.154   -0.2   -0.1    0.1
    19.301  -156.154   -0.2   -0.1    0.1
    19.310  -156.154   -0.2   -0.1    0.1
    19.319  -156.154   -0.2   -0.1    0.1
    19.328  -156.154   -0.2   -0.1    0.1
    19.337  -156.154   -0.2   -0.0    0.1
    19.346  -156.154   -0.2   -0.0    0.1
    19.355  -156.154   -0.2   -0.0    0.1
    19.364  -156.154   -0.2   -0.0    0.1
    19.373  -156.154   -0.2   -0.0    0.1
    19.382  -156.154   -0.2   -0.0    0.1
    19.391  -156.154   -0.2   -0.0    0.1
    19.400  -156.154   -0.1   -0.0    0.1
    19.409  -156.154   -0.1   -0.0    0.1
    19.418  -156.154   -0.1   -0.0    0.1
    19.427  -156.154   -0.1    0.0    0.1
    19.436  -156.154   -0.1    0.0    0.1
    19.445  -156.154   -0.1    0.0    0.1
    19.454  -156.154   -0.1    0.0    0.1
    19.463  -156.154   -0.1    0.0    0.1
    19.472  -156.154   -0.1    0.0    0.1
    19.481  -156.154   -0.1    0.0    0.1
    19.490  -156.154   -0.1    0.0    0.1
    19.499  -156.154   -0.0    0.0    0.1
    19.508  -156.154   -0.0    0.0    0.1
    19.517  -156.154   -0.0    0.0    0.0
    19.526  -156.154   -0.0    0.0    0.0
    19.535  -156.154   -0.0    0.0    0.0
