 Lat    Lon    Disp_x_East(cm)   Disp_y_North(cm)   DispUp(cm)
   -31.205   -71.915    0.1    0.0   -0.0
   -31.196   -71.915    0.1    0.0   -0.0
   -31.187   -71.915    0.1    0.0   -0.0
   -31.178   -71.915    0.1    0.0   -0.0
   -31.169   -71.915    0.1    0.0   -0.0
   -31.160   -71.915    0.1    0.0   -0.0
   -31.151   -71.915    0.1    0.0   -0.0
   -31.142   -71.915    0.2    0.0   -0.0
   -31.133   -71.915    0.2    0.0   -0.0
   -31.124   -71.915    0.2    0.0   -0.0
   -31.115   -71.915    0.2    0.0   -0.0
   -31.106   -71.915    0.2    0.0   -0.0
   -31.097   -71.915    0.2    0.0   -0.0
   -31.088   -71.915    0.2    0.0   -0.0
   -31.079   -71.915    0.2    0.0   -0.0
   -31.070   -71.915    0.3    0.1   -0.0
   -31.061   -71.915    0.3    0.1   -0.0
   -31.052   -71.915    0.3    0.1   -0.0
   -31.043   -71.915    0.3    0.1   -0.0
   -31.034   -71.915    0.3    0.1   -0.0
   -31.025   -71.915    0.3    0.1   -0.0
   -31.016   -71.915    0.3    0.1   -0.0
   -31.007   -71.915    0.4    0.1   -0.0
   -30.998   -71.915    0.4    0.1   -0.0
   -30.990   -71.915    0.4    0.1   -0.0
   -30.981   -71.915    0.4    0.1   -0.0
   -30.972   -71.915    0.4    0.1   -0.0
   -30.963   -71.915    0.4    0.1   -0.0
   -30.954   -71.915    0.5    0.1   -0.0
   -30.945   -71.915    0.5    0.1   -0.0
   -30.936   -71.915    0.5    0.0   -0.0
   -30.927   -71.915    0.5    0.0   -0.0
   -30.918   -71.915    0.5    0.0   -0.0
   -30.909   -71.915    0.5    0.0   -0.0
   -30.900   -71.915    0.5    0.0   -0.0
   -30.891   -71.915    0.5    0.0   -0.1
   -30.882   -71.915    0.6    0.0   -0.1
   -30.873   -71.915    0.6    0.0   -0.1
   -30.864   -71.915    0.6    0.0   -0.1
   -30.855   -71.915    0.6    0.0   -0.0
   -30.846   -71.915    0.6    0.0   -0.0
   -30.837   -71.915    0.6    0.0   -0.0
   -30.828   -71.915    0.6    0.0   -0.0
   -30.819   -71.915    0.6    0.0   -0.0
   -30.810   -71.915    0.6    0.0   -0.0
   -30.801   -71.915    0.6    0.0   -0.0
   -30.792   -71.915    0.7    0.0   -0.0
   -30.783   -71.915    0.7    0.0   -0.0
   -30.774   -71.915    0.7    0.0   -0.0
   -30.765   -71.915    0.7   -0.0   -0.0
   -30.756   -71.915    0.7   -0.0   -0.0
   -30.747   -71.915    0.7   -0.0   -0.0
   -30.738   -71.915    0.7   -0.0   -0.0
   -30.729   -71.915    0.7   -0.0   -0.0
   -30.720   -71.915    0.7   -0.0   -0.0
   -30.712   -71.915    0.7   -0.0   -0.0
   -30.703   -71.915    0.7   -0.1   -0.0
   -30.694   -71.915    0.7   -0.1   -0.0
   -30.685   -71.915    0.7   -0.1   -0.0
   -30.676   -71.915    0.7   -0.1   -0.0
   -30.667   -71.915    0.7   -0.1   -0.0
   -30.658   -71.915    0.7   -0.1   -0.0
   -30.649   -71.915    0.7   -0.1   -0.0
   -30.640   -71.915    0.7   -0.1   -0.0
   -30.631   -71.915    0.6   -0.1   -0.0
   -30.622   -71.915    0.6   -0.1   -0.0
   -30.613   -71.915    0.6   -0.1   -0.0
   -30.604   -71.915    0.6   -0.1   -0.0
   -30.595   -71.915    0.6   -0.1   -0.0
   -30.586   -71.915    0.5   -0.1   -0.0
   -30.577   -71.915    0.5   -0.1   -0.0
   -30.568   -71.915    0.5   -0.1   -0.0
   -30.559   -71.915    0.5   -0.1   -0.0
